顧客ID,購買金額,購買金額平均,購買金額Mランク,購買頻度,購買頻度平均,購買頻度Fランク,最新購買日,最新購買日Rランク,新規顧客,人数
C111332,15040,15040,M3,2,2,F1,2019/5/23,R2,No,1
C111514,14314,14314,M3,2,2,F1,2019/5/23,R2,No,1
C111524,18908,18908,M3,2,2,F1,2019/5/23,R2,No,1
C111810,16697,16697,M3,2,2,F1,2019/5/23,R2,No,1
C111830,14894,14894,M3,2,2,F1,2019/5/23,R2,No,1
C112112,13037,13037,M3,2,2,F1,2019/5/23,R2,No,1
C112178,16254,16254,M3,2,2,F1,2019/5/23,R2,No,1
C112204,17355,17355,M3,2,2,F1,2019/5/23,R2,No,1
C112262,15084,15084,M3,2,2,F1,2019/5/23,R2,No,1
C112508,13209,13209,M3,2,2,F1,2019/5/23,R2,No,1
C112616,14482,14482,M3,2,2,F1,2019/5/23,R2,No,1
C112756,18065,18065,M3,2,2,F1,2019/5/23,R2,No,1
C112832,16449,16449,M3,2,2,F1,2019/5/23,R2,No,1
C112944,15628,15628,M3,2,2,F1,2019/5/23,R2,No,1
C112960,11840,11840,M3,2,2,F1,2019/5/23,R2,No,1
C113118,13771,13771,M3,2,2,F1,2019/5/23,R2,No,1
C113314,15134,15134,M3,2,2,F1,2019/5/23,R2,No,1
C113424,13970,13970,M3,2,2,F1,2019/5/23,R2,No,1
C113518,14282,14282,M3,2,2,F1,2019/5/23,R2,No,1
C113610,17769,17769,M3,2,2,F1,2019/5/23,R2,No,1
C113734,15435,15435,M3,2,2,F1,2019/5/23,R2,No,1
C113824,10420,10420,M3,2,2,F1,2019/5/23,R2,No,1
C113836,13854,13854,M3,2,2,F1,2019/5/23,R2,No,1
C113900,10732,10732,M3,2,2,F1,2019/5/23,R2,No,1
C114070,19714,19714,M3,2,2,F1,2019/5/23,R2,No,1
C114160,14256,14256,M3,2,2,F1,2019/5/23,R2,No,1
C114416,14383,14383,M3,2,2,F1,2019/5/23,R2,No,1
C114542,11202,11202,M3,2,2,F1,2019/5/23,R2,No,1
C114670,14725,14725,M3,2,2,F1,2019/5/23,R2,No,1
C114674,13076,13076,M3,2,2,F1,2019/5/23,R2,No,1
C114784,14384,14384,M3,2,2,F1,2019/5/23,R2,No,1
C100058,26518,26518,M4,5,5,F3,2019/5/23,R2,No,1
C100180,20284,20284,M4,5,5,F3,2019/5/23,R2,No,1
C100210,24705,24705,M4,4,4,F3,2019/5/23,R2,No,1
C100660,26219,26219,M4,4,4,F3,2019/5/23,R2,No,1
C100690,29914,29914,M4,4,4,F3,2019/5/23,R2,No,1
C101214,24270,24270,M4,4,4,F3,2019/5/23,R2,No,1
C101596,29536,29536,M4,4,4,F3,2019/5/23,R2,No,1
C101652,21816,21816,M4,4,4,F3,2019/5/23,R2,No,1
C101732,23556,23556,M4,3,3,F2,2019/5/23,R2,No,1
C101804,29330,29330,M4,3,3,F2,2019/5/23,R2,No,1
C102060,22889,22889,M4,3,3,F2,2019/5/23,R2,No,1
C102132,24239,24239,M4,3,3,F2,2019/5/23,R2,No,1
C102314,29599,29599,M4,3,3,F2,2019/5/23,R2,No,1
C102338,25458,25458,M4,3,3,F2,2019/5/23,R2,No,1
C102568,22509,22509,M4,3,3,F2,2019/5/23,R2,No,1
C103046,25210,25210,M4,3,3,F2,2019/5/23,R2,No,1
C103474,26184,26184,M4,3,3,F2,2019/5/23,R2,No,1
C103704,28895,28895,M4,3,3,F2,2019/5/23,R2,No,1
C103758,23120,23120,M4,3,3,F2,2019/5/23,R2,No,1
C103860,22179,22179,M4,3,3,F2,2019/5/23,R2,No,1
C103868,23043,23043,M4,3,3,F2,2019/5/23,R2,No,1
C104058,25732,25732,M4,3,3,F2,2019/5/23,R2,No,1
C104112,20923,20923,M4,3,3,F2,2019/5/23,R2,No,1
C104124,27424,27424,M4,3,3,F2,2019/5/23,R2,No,1
C104174,25694,25694,M4,3,3,F2,2019/5/23,R2,No,1
C104206,21849,21849,M4,3,3,F2,2019/5/23,R2,No,1
C104286,29453,29453,M4,3,3,F2,2019/5/23,R2,No,1
C104432,24961,24961,M4,3,3,F2,2019/5/23,R2,No,1
C104558,23757,23757,M4,3,3,F2,2019/5/23,R2,No,1
C104564,21176,21176,M4,3,3,F2,2019/5/23,R2,No,1
C104702,20158,20158,M4,3,3,F2,2019/5/23,R2,No,1
C104704,29688,29688,M4,3,3,F2,2019/5/23,R2,No,1
C104706,23141,23141,M4,3,3,F2,2019/5/23,R2,No,1
C104768,29339,29339,M4,3,3,F2,2019/5/23,R2,No,1
C104782,21638,21638,M4,3,3,F2,2019/5/23,R2,No,1
C104786,22947,22947,M4,3,3,F2,2019/5/23,R2,No,1
C104826,22995,22995,M4,3,3,F2,2019/5/23,R2,No,1
C105092,28328,28328,M4,3,3,F2,2019/5/23,R2,No,1
C105158,23881,23881,M4,3,3,F2,2019/5/23,R2,No,1
C105212,24755,24755,M4,3,3,F2,2019/5/23,R2,No,1
C105486,20571,20571,M4,3,3,F2,2019/5/23,R2,No,1
C105584,21055,21055,M4,3,3,F2,2019/5/23,R2,No,1
C105614,28215,28215,M4,3,3,F2,2019/5/23,R2,No,1
C106156,22176,22176,M4,3,3,F2,2019/5/23,R2,No,1
C106358,28777,28777,M4,3,3,F2,2019/5/23,R2,No,1
C106440,26715,26715,M4,3,3,F2,2019/5/23,R2,No,1
C106540,24434,24434,M4,3,3,F2,2019/5/23,R2,No,1
C106618,25805,25805,M4,3,3,F2,2019/5/23,R2,No,1
C106686,26822,26822,M4,3,3,F2,2019/5/23,R2,No,1
C106890,21181,21181,M4,3,3,F2,2019/5/23,R2,No,1
C107058,21140,21140,M4,3,3,F2,2019/5/23,R2,No,1
C107104,29835,29835,M4,3,3,F2,2019/5/23,R2,No,1
C107288,20220,20220,M4,3,3,F2,2019/5/23,R2,No,1
C107290,26311,26311,M4,3,3,F2,2019/5/23,R2,No,1
C107422,25712,25712,M4,3,3,F2,2019/5/23,R2,No,1
C107604,25360,25360,M4,3,3,F2,2019/5/23,R2,No,1
C108368,26865,26865,M4,2,2,F1,2019/5/23,R2,No,1
C108458,25637,25637,M4,2,2,F1,2019/5/23,R2,No,1
C108686,23344,23344,M4,2,2,F1,2019/5/23,R2,No,1
C108742,28160,28160,M4,2,2,F1,2019/5/23,R2,No,1
C108832,26597,26597,M4,2,2,F1,2019/5/23,R2,No,1
C108868,23945,23945,M4,2,2,F1,2019/5/23,R2,No,1
C109024,23538,23538,M4,2,2,F1,2019/5/23,R2,No,1
C109066,28588,28588,M4,2,2,F1,2019/5/23,R2,No,1
C109128,29176,29176,M4,2,2,F1,2019/5/23,R2,No,1
C109164,26988,26988,M4,2,2,F1,2019/5/23,R2,No,1
C109172,23726,23726,M4,2,2,F1,2019/5/23,R2,No,1
C109290,28296,28296,M4,2,2,F1,2019/5/23,R2,No,1
C109418,25182,25182,M4,2,2,F1,2019/5/23,R2,No,1
C109650,26618,26618,M4,2,2,F1,2019/5/23,R2,No,1
C109658,28760,28760,M4,2,2,F1,2019/5/23,R2,No,1
C109660,25386,25386,M4,2,2,F1,2019/5/23,R2,No,1
C110328,23345,23345,M4,2,2,F1,2019/5/23,R2,No,1
C110540,24462,24462,M4,2,2,F1,2019/5/23,R2,No,1
C110584,27090,27090,M4,2,2,F1,2019/5/23,R2,No,1
C111084,24770,24770,M4,2,2,F1,2019/5/23,R2,No,1
C111178,21184,21184,M4,2,2,F1,2019/5/23,R2,No,1
C111188,21589,21589,M4,2,2,F1,2019/5/23,R2,No,1
C111444,29901,29901,M4,2,2,F1,2019/5/23,R2,No,1
C111772,26510,26510,M4,2,2,F1,2019/5/23,R2,No,1
C111946,24858,24858,M4,2,2,F1,2019/5/23,R2,No,1
C112066,27511,27511,M4,2,2,F1,2019/5/23,R2,No,1
C112136,22817,22817,M4,2,2,F1,2019/5/23,R2,No,1
C112166,21727,21727,M4,2,2,F1,2019/5/23,R2,No,1
C112168,20828,20828,M4,2,2,F1,2019/5/23,R2,No,1
C112264,22749,22749,M4,2,2,F1,2019/5/23,R2,No,1
C112768,21935,21935,M4,2,2,F1,2019/5/23,R2,No,1
C112842,23866,23866,M4,2,2,F1,2019/5/23,R2,No,1
C112996,20507,20507,M4,2,2,F1,2019/5/23,R2,No,1
C113152,29219,29219,M4,2,2,F1,2019/5/23,R2,No,1
C113286,20908,20908,M4,2,2,F1,2019/5/23,R2,No,1
C113298,22855,22855,M4,2,2,F1,2019/5/23,R2,No,1
C113438,20797,20797,M4,2,2,F1,2019/5/23,R2,No,1
C113562,28374,28374,M4,2,2,F1,2019/5/23,R2,No,1
C113576,20429,20429,M4,2,2,F1,2019/5/23,R2,No,1
C113640,20966,20966,M4,2,2,F1,2019/5/23,R2,No,1
C113660,20215,20215,M4,2,2,F1,2019/5/23,R2,No,1
C113822,28830,28830,M4,2,2,F1,2019/5/23,R2,No,1
C113876,22981,22981,M4,2,2,F1,2019/5/23,R2,No,1
C114558,25462,25462,M4,2,2,F1,2019/5/23,R2,No,1
C100052,31899,31899,M5,5,5,F3,2019/5/23,R2,No,1
C100068,47431,47431,M5,5,5,F3,2019/5/23,R2,No,1
C100088,44045,44045,M5,5,5,F3,2019/5/23,R2,No,1
C100124,65689,65689,M5,5,5,F3,2019/5/23,R2,No,1
C100208,42723,42723,M5,4,4,F3,2019/5/23,R2,No,1
C100466,39258,39258,M5,4,4,F3,2019/5/23,R2,No,1
C100472,60768,60768,M5,4,4,F3,2019/5/23,R2,No,1
C100538,44707,44707,M5,4,4,F3,2019/5/23,R2,No,1
C100638,31855,31855,M5,4,4,F3,2019/5/23,R2,No,1
C100666,43703,43703,M5,4,4,F3,2019/5/23,R2,No,1
C100732,30878,30878,M5,4,4,F3,2019/5/23,R2,No,1
C100818,67276,67276,M5,4,4,F3,2019/5/23,R2,No,1
C100864,43589,43589,M5,4,4,F3,2019/5/23,R2,No,1
C100994,32052,32052,M5,4,4,F3,2019/5/23,R2,No,1
C101034,38858,38858,M5,4,4,F3,2019/5/23,R2,No,1
C101090,42070,42070,M5,4,4,F3,2019/5/23,R2,No,1
C101150,49624,49624,M5,4,4,F3,2019/5/23,R2,No,1
C101296,35218,35218,M5,4,4,F3,2019/5/23,R2,No,1
C101324,57239,57239,M5,4,4,F3,2019/5/23,R2,No,1
C101620,37319,37319,M5,4,4,F3,2019/5/23,R2,No,1
C101630,36740,36740,M5,4,4,F3,2019/5/23,R2,No,1
C101978,30372,30372,M5,3,3,F2,2019/5/23,R2,No,1
C102462,32522,32522,M5,3,3,F2,2019/5/23,R2,No,1
C102660,32587,32587,M5,3,3,F2,2019/5/23,R2,No,1
C102778,57313,57313,M5,4,4,F3,2019/5/23,R2,No,1
C102802,30006,30006,M5,4,4,F3,2019/5/23,R2,No,1
C102806,35889,35889,M5,4,4,F3,2019/5/23,R2,No,1
C102836,44863,44863,M5,4,4,F3,2019/5/23,R2,No,1
C102960,47176,47176,M5,3,3,F2,2019/5/23,R2,No,1
C103120,43236,43236,M5,3,3,F2,2019/5/23,R2,No,1
C103466,33471,33471,M5,3,3,F2,2019/5/23,R2,No,1
C103494,37271,37271,M5,3,3,F2,2019/5/23,R2,No,1
C103544,31365,31365,M5,3,3,F2,2019/5/23,R2,No,1
C103766,30467,30467,M5,3,3,F2,2019/5/23,R2,No,1
C103890,52817,52817,M5,3,3,F2,2019/5/23,R2,No,1
C104150,32103,32103,M5,3,3,F2,2019/5/23,R2,No,1
C104162,36467,36467,M5,3,3,F2,2019/5/23,R2,No,1
C104452,33886,33886,M5,3,3,F2,2019/5/23,R2,No,1
C104810,34582,34582,M5,3,3,F2,2019/5/23,R2,No,1
C105132,30795,30795,M5,3,3,F2,2019/5/23,R2,No,1
C105140,34571,34571,M5,3,3,F2,2019/5/23,R2,No,1
C105238,39964,39964,M5,3,3,F2,2019/5/23,R2,No,1
C105424,37696,37696,M5,3,3,F2,2019/5/23,R2,No,1
C105600,41230,41230,M5,3,3,F2,2019/5/23,R2,No,1
C105636,44384,44384,M5,3,3,F2,2019/5/23,R2,No,1
C105904,53344,53344,M5,3,3,F2,2019/5/23,R2,No,1
C106266,31633,31633,M5,3,3,F2,2019/5/23,R2,No,1
C106270,47547,47547,M5,3,3,F2,2019/5/23,R2,No,1
C106324,30651,30651,M5,3,3,F2,2019/5/23,R2,No,1
C106740,31837,31837,M5,3,3,F2,2019/5/23,R2,No,1
C107118,35361,35361,M5,3,3,F2,2019/5/23,R2,No,1
C107318,30419,30419,M5,3,3,F2,2019/5/23,R2,No,1
C107618,34244,34244,M5,3,3,F2,2019/5/23,R2,No,1
C107692,50915,50915,M5,3,3,F2,2019/5/23,R2,No,1
C108114,33491,33491,M5,2,2,F1,2019/5/23,R2,No,1
C108578,30788,30788,M5,2,2,F1,2019/5/23,R2,No,1
C109328,32215,32215,M5,2,2,F1,2019/5/23,R2,No,1
C109972,33842,33842,M5,2,2,F1,2019/5/23,R2,No,1
C110966,31232,31232,M5,2,2,F1,2019/5/23,R2,No,1
C111396,30573,30573,M5,2,2,F1,2019/5/23,R2,No,1
C111866,31590,31590,M5,2,2,F1,2019/5/23,R2,No,1
C112062,30099,30099,M5,2,2,F1,2019/5/23,R2,No,1
C112512,39624,39624,M5,2,2,F1,2019/5/23,R2,No,1
C113664,33862,33862,M5,2,2,F1,2019/5/23,R2,No,1
C113854,30930,30930,M5,2,2,F1,2019/5/23,R2,No,1
C114468,33095,33095,M5,2,2,F1,2019/5/23,R2,No,1
C114756,31034,31034,M5,2,2,F1,2019/5/23,R2,No,1
C100378,3833,3833,M1,4,4,F3,2019/5/24,R2,No,1
C102754,2972,2972,M1,3,3,F2,2019/5/24,R2,No,1
C104594,3908,3908,M1,3,3,F2,2019/5/24,R2,No,1
C106050,3302,3302,M1,3,3,F2,2019/5/24,R2,No,1
C106506,4731,4731,M1,3,3,F2,2019/5/24,R2,No,1
C107784,2591,2591,M1,2,2,F1,2019/5/24,R2,No,1
C107892,4369,4369,M1,2,2,F1,2019/5/24,R2,No,1
C107928,4058,4058,M1,2,2,F1,2019/5/24,R2,No,1
C108096,3719,3719,M1,2,2,F1,2019/5/24,R2,No,1
C108178,2149,2149,M1,2,2,F1,2019/5/24,R2,No,1
C108480,1577,1577,M1,2,2,F1,2019/5/24,R2,No,1
C108786,4727,4727,M1,2,2,F1,2019/5/24,R2,No,1
C108898,2007,2007,M1,2,2,F1,2019/5/24,R2,No,1
C109378,1292,1292,M1,2,2,F1,2019/5/24,R2,No,1
C109766,3679,3679,M1,2,2,F1,2019/5/24,R2,No,1
C110248,2933,2933,M1,2,2,F1,2019/5/24,R2,No,1
C110422,861,861,M1,2,2,F1,2019/5/24,R2,No,1
C110786,487,487,M1,2,2,F1,2019/5/24,R2,No,1
C110892,4991,4991,M1,2,2,F1,2019/5/24,R2,No,1
C111424,4948,4948,M1,2,2,F1,2019/5/24,R2,No,1
C112012,3145,3145,M1,2,2,F1,2019/5/24,R2,No,1
C112546,4112,4112,M1,2,2,F1,2019/5/24,R2,No,1
C112572,3851,3851,M1,2,2,F1,2019/5/24,R2,No,1
C113166,1426,1426,M1,2,2,F1,2019/5/24,R2,No,1
C113180,3940,3940,M1,2,2,F1,2019/5/24,R2,No,1
C113334,1060,1060,M1,2,2,F1,2019/5/24,R2,No,1
C113408,3710,3710,M1,2,2,F1,2019/5/24,R2,No,1
C113878,2652,2652,M1,2,2,F1,2019/5/24,R2,No,1
C114046,4011,4011,M1,2,2,F1,2019/5/24,R2,No,1
C114656,1807,1807,M1,2,2,F1,2019/5/24,R2,No,1
C114870,858,858,M1,2,2,F1,2019/5/24,R2,No,1
C100664,6550,6550,M2,4,4,F3,2019/5/24,R2,No,1
C101490,5980,5980,M2,4,4,F3,2019/5/24,R2,No,1
C101854,8211,8211,M2,3,3,F2,2019/5/24,R2,No,1
C102854,9989,9989,M2,4,4,F3,2019/5/24,R2,No,1
C102932,7523,7523,M2,3,3,F2,2019/5/24,R2,No,1
C104134,8671,8671,M2,3,3,F2,2019/5/24,R2,No,1
C105674,8157,8157,M2,3,3,F2,2019/5/24,R2,No,1
C105696,7391,7391,M2,3,3,F2,2019/5/24,R2,No,1
C105956,5904,5904,M2,3,3,F2,2019/5/24,R2,No,1
C106278,8936,8936,M2,3,3,F2,2019/5/24,R2,No,1
C107130,8752,8752,M2,3,3,F2,2019/5/24,R2,No,1
C107696,8450,8450,M2,3,3,F2,2019/5/24,R2,No,1
C107758,6873,6873,M2,2,2,F1,2019/5/24,R2,No,1
C108500,9482,9482,M2,2,2,F1,2019/5/24,R2,No,1
C108946,5309,5309,M2,2,2,F1,2019/5/24,R2,No,1
C109056,8334,8334,M2,2,2,F1,2019/5/24,R2,No,1
C109560,5095,5095,M2,2,2,F1,2019/5/24,R2,No,1
C109614,7272,7272,M2,2,2,F1,2019/5/24,R2,No,1
C109740,7475,7475,M2,2,2,F1,2019/5/24,R2,No,1
C109846,8582,8582,M2,2,2,F1,2019/5/24,R2,No,1
C109886,5759,5759,M2,2,2,F1,2019/5/24,R2,No,1
C110172,7309,7309,M2,2,2,F1,2019/5/24,R2,No,1
C110304,8141,8141,M2,2,2,F1,2019/5/24,R2,No,1
C110524,7337,7337,M2,2,2,F1,2019/5/24,R2,No,1
C110576,9962,9962,M2,2,2,F1,2019/5/24,R2,No,1
C110810,5702,5702,M2,2,2,F1,2019/5/24,R2,No,1
C111050,7210,7210,M2,2,2,F1,2019/5/24,R2,No,1
C111236,5353,5353,M2,2,2,F1,2019/5/24,R2,No,1
C111238,5660,5660,M2,2,2,F1,2019/5/24,R2,No,1
C111256,9037,9037,M2,2,2,F1,2019/5/24,R2,No,1
C111494,5715,5715,M2,2,2,F1,2019/5/24,R2,No,1
C112184,8356,8356,M2,2,2,F1,2019/5/24,R2,No,1
C112202,9847,9847,M2,2,2,F1,2019/5/24,R2,No,1
C112268,7409,7409,M2,2,2,F1,2019/5/24,R2,No,1
C112274,6947,6947,M2,2,2,F1,2019/5/24,R2,No,1
C112326,8007,8007,M2,2,2,F1,2019/5/24,R2,No,1
C112336,7804,7804,M2,2,2,F1,2019/5/24,R2,No,1
C112458,7181,7181,M2,2,2,F1,2019/5/24,R2,No,1
C112476,5891,5891,M2,2,2,F1,2019/5/24,R2,No,1
C112882,7273,7273,M2,2,2,F1,2019/5/24,R2,No,1
C113042,9890,9890,M2,2,2,F1,2019/5/24,R2,No,1
C113210,5797,5797,M2,2,2,F1,2019/5/24,R2,No,1
C113370,6828,6828,M2,2,2,F1,2019/5/24,R2,No,1
C113400,9250,9250,M2,2,2,F1,2019/5/24,R2,No,1
C113690,5957,5957,M2,2,2,F1,2019/5/24,R2,No,1
C114076,7990,7990,M2,2,2,F1,2019/5/24,R2,No,1
C114206,5185,5185,M2,2,2,F1,2019/5/24,R2,No,1
C114456,6819,6819,M2,2,2,F1,2019/5/24,R2,No,1
C100128,12352,12352,M3,5,5,F3,2019/5/24,R2,No,1
C100176,12507,12507,M3,5,5,F3,2019/5/24,R2,No,1
C100520,18833,18833,M3,4,4,F3,2019/5/24,R2,No,1
C100738,14051,14051,M3,4,4,F3,2019/5/24,R2,No,1
C100876,18213,18213,M3,4,4,F3,2019/5/24,R2,No,1
C100922,14430,14430,M3,4,4,F3,2019/5/24,R2,No,1
C100932,17475,17475,M3,4,4,F3,2019/5/24,R2,No,1
C101256,13761,13761,M3,4,4,F3,2019/5/24,R2,No,1
C101348,15361,15361,M3,4,4,F3,2019/5/24,R2,No,1
C101444,19046,19046,M3,4,4,F3,2019/5/24,R2,No,1
C101738,19556,19556,M3,3,3,F2,2019/5/24,R2,No,1
C101850,18435,18435,M3,3,3,F2,2019/5/24,R2,No,1
C101938,14729,14729,M3,3,3,F2,2019/5/24,R2,No,1
C102224,16403,16403,M3,3,3,F2,2019/5/24,R2,No,1
C102270,19683,19683,M3,3,3,F2,2019/5/24,R2,No,1
C102302,12117,12117,M3,3,3,F2,2019/5/24,R2,No,1
C102312,14181,14181,M3,3,3,F2,2019/5/24,R2,No,1
C102538,11186,11186,M3,3,3,F2,2019/5/24,R2,No,1
C102880,13491,13491,M3,3,3,F2,2019/5/24,R2,No,1
C102944,15844,15844,M3,3,3,F2,2019/5/24,R2,No,1
C103224,17674,17674,M3,3,3,F2,2019/5/24,R2,No,1
C103518,12226,12226,M3,3,3,F2,2019/5/24,R2,No,1
C103612,17097,17097,M3,3,3,F2,2019/5/24,R2,No,1
C103714,19864,19864,M3,3,3,F2,2019/5/24,R2,No,1
C103894,13923,13923,M3,3,3,F2,2019/5/24,R2,No,1
C104186,10903,10903,M3,3,3,F2,2019/5/24,R2,No,1
C104190,14078,14078,M3,3,3,F2,2019/5/24,R2,No,1
C104192,19102,19102,M3,3,3,F2,2019/5/24,R2,No,1
C104254,14766,14766,M3,3,3,F2,2019/5/24,R2,No,1
C104560,14853,14853,M3,3,3,F2,2019/5/24,R2,No,1
C104576,17282,17282,M3,3,3,F2,2019/5/24,R2,No,1
C105188,13244,13244,M3,3,3,F2,2019/5/24,R2,No,1
C105224,17997,17997,M3,3,3,F2,2019/5/24,R2,No,1
C105326,18579,18579,M3,3,3,F2,2019/5/24,R2,No,1
C105540,19042,19042,M3,3,3,F2,2019/5/24,R2,No,1
C105598,18493,18493,M3,3,3,F2,2019/5/24,R2,No,1
C105620,11451,11451,M3,3,3,F2,2019/5/24,R2,No,1
C105684,11685,11685,M3,3,3,F2,2019/5/24,R2,No,1
C106002,16837,16837,M3,3,3,F2,2019/5/24,R2,No,1
C106344,17628,17628,M3,3,3,F2,2019/5/24,R2,No,1
C106504,11191,11191,M3,3,3,F2,2019/5/24,R2,No,1
C106608,10588,10588,M3,3,3,F2,2019/5/24,R2,No,1
C106692,19226,19226,M3,3,3,F2,2019/5/24,R2,No,1
C106834,17460,17460,M3,3,3,F2,2019/5/24,R2,No,1
C106848,17864,17864,M3,3,3,F2,2019/5/24,R2,No,1
C107278,19033,19033,M3,3,3,F2,2019/5/24,R2,No,1
C107360,14036,14036,M3,3,3,F2,2019/5/24,R2,No,1
C107378,11496,11496,M3,3,3,F2,2019/5/24,R2,No,1
C107400,15089,15089,M3,3,3,F2,2019/5/24,R2,No,1
C107402,16754,16754,M3,3,3,F2,2019/5/24,R2,No,1
C107502,11385,11385,M3,3,3,F2,2019/5/24,R2,No,1
C107670,10689,10689,M3,3,3,F2,2019/5/24,R2,No,1
C107870,17153,17153,M3,2,2,F1,2019/5/24,R2,No,1
C107944,10390,10390,M3,2,2,F1,2019/5/24,R2,No,1
C108004,17924,17924,M3,2,2,F1,2019/5/24,R2,No,1
C108136,16831,16831,M3,2,2,F1,2019/5/24,R2,No,1
C108146,14965,14965,M3,2,2,F1,2019/5/24,R2,No,1
C108188,16447,16447,M3,2,2,F1,2019/5/24,R2,No,1
C108404,10039,10039,M3,2,2,F1,2019/5/24,R2,No,1
C108452,12376,12376,M3,2,2,F1,2019/5/24,R2,No,1
C108592,11039,11039,M3,2,2,F1,2019/5/24,R2,No,1
C108782,11336,11336,M3,2,2,F1,2019/5/24,R2,No,1
C108812,14728,14728,M3,2,2,F1,2019/5/24,R2,No,1
C109104,18821,18821,M3,2,2,F1,2019/5/24,R2,No,1
C109160,17328,17328,M3,2,2,F1,2019/5/24,R2,No,1
C109176,19462,19462,M3,2,2,F1,2019/5/24,R2,No,1
C109308,15531,15531,M3,2,2,F1,2019/5/24,R2,No,1
C109712,19022,19022,M3,2,2,F1,2019/5/24,R2,No,1
C109780,13237,13237,M3,2,2,F1,2019/5/24,R2,No,1
C109836,19399,19399,M3,2,2,F1,2019/5/24,R2,No,1
C109838,17399,17399,M3,2,2,F1,2019/5/24,R2,No,1
C109890,10103,10103,M3,2,2,F1,2019/5/24,R2,No,1
C109916,13498,13498,M3,2,2,F1,2019/5/24,R2,No,1
C110050,14023,14023,M3,2,2,F1,2019/5/24,R2,No,1
C110090,16119,16119,M3,2,2,F1,2019/5/24,R2,No,1
C110168,17694,17694,M3,2,2,F1,2019/5/24,R2,No,1
C110170,13558,13558,M3,2,2,F1,2019/5/24,R2,No,1
C110222,10391,10391,M3,2,2,F1,2019/5/24,R2,No,1
C110232,17607,17607,M3,2,2,F1,2019/5/24,R2,No,1
C110276,15331,15331,M3,2,2,F1,2019/5/24,R2,No,1
C110360,16368,16368,M3,2,2,F1,2019/5/24,R2,No,1
C110494,11255,11255,M3,2,2,F1,2019/5/24,R2,No,1
C110766,19946,19946,M3,2,2,F1,2019/5/24,R2,No,1
C110788,19704,19704,M3,2,2,F1,2019/5/24,R2,No,1
C110944,18329,18329,M3,2,2,F1,2019/5/24,R2,No,1
C111058,10249,10249,M3,2,2,F1,2019/5/24,R2,No,1
C111168,14858,14858,M3,2,2,F1,2019/5/24,R2,No,1
C111182,13760,13760,M3,2,2,F1,2019/5/24,R2,No,1
C111186,17424,17424,M3,2,2,F1,2019/5/24,R2,No,1
C111200,18949,18949,M3,2,2,F1,2019/5/24,R2,No,1
C111336,15939,15939,M3,3,3,F2,2019/5/24,R2,No,1
C111368,19754,19754,M3,2,2,F1,2019/5/24,R2,No,1
C111370,13505,13505,M3,2,2,F1,2019/5/24,R2,No,1
C111602,17412,17412,M3,2,2,F1,2019/5/24,R2,No,1
C111604,18067,18067,M3,2,2,F1,2019/5/24,R2,No,1
C111826,14200,14200,M3,2,2,F1,2019/5/24,R2,No,1
C111896,12549,12549,M3,2,2,F1,2019/5/24,R2,No,1
C112052,16430,16430,M3,2,2,F1,2019/5/24,R2,No,1
C112082,15388,15388,M3,2,2,F1,2019/5/24,R2,No,1
C112094,18802,18802,M3,3,3,F2,2019/5/24,R2,No,1
C112104,12172,12172,M3,2,2,F1,2019/5/24,R2,No,1
C112190,13310,13310,M3,2,2,F1,2019/5/24,R2,No,1
C112208,15537,15537,M3,2,2,F1,2019/5/24,R2,No,1
C112296,11701,11701,M3,2,2,F1,2019/5/24,R2,No,1
C112398,16717,16717,M3,2,2,F1,2019/5/24,R2,No,1
C112532,15522,15522,M3,2,2,F1,2019/5/24,R2,No,1
C112694,15534,15534,M3,2,2,F1,2019/5/24,R2,No,1
C112816,11158,11158,M3,2,2,F1,2019/5/24,R2,No,1
C112978,11517,11517,M3,2,2,F1,2019/5/24,R2,No,1
C113026,10603,10603,M3,2,2,F1,2019/5/24,R2,No,1
C113128,13004,13004,M3,2,2,F1,2019/5/24,R2,No,1
C113404,12227,12227,M3,2,2,F1,2019/5/24,R2,No,1
C113870,15349,15349,M3,2,2,F1,2019/5/24,R2,No,1
C114014,18466,18466,M3,2,2,F1,2019/5/24,R2,No,1
C114142,17820,17820,M3,2,2,F1,2019/5/24,R2,No,1
C114194,19758,19758,M3,2,2,F1,2019/5/24,R2,No,1
C114272,11118,11118,M3,2,2,F1,2019/5/24,R2,No,1
C114310,13897,13897,M3,2,2,F1,2019/5/24,R2,No,1
C114366,11658,11658,M3,2,2,F1,2019/5/24,R2,No,1
C114502,15033,15033,M3,2,2,F1,2019/5/24,R2,No,1
C114556,13862,13862,M3,2,2,F1,2019/5/24,R2,No,1
C114606,14567,14567,M3,2,2,F1,2019/5/24,R2,No,1
C114608,12265,12265,M3,2,2,F1,2019/5/24,R2,No,1
C114628,16028,16028,M3,2,2,F1,2019/5/24,R2,No,1
C114758,14568,14568,M3,2,2,F1,2019/5/24,R2,No,1
C114774,15482,15482,M3,2,2,F1,2019/5/24,R2,No,1
C114800,10661,10661,M3,2,2,F1,2019/5/24,R2,No,1
C100182,20810,20810,M4,5,5,F3,2019/5/24,R2,No,1
C100414,23185,23185,M4,4,4,F3,2019/5/24,R2,No,1
C100566,28273,28273,M4,4,4,F3,2019/5/24,R2,No,1
C100614,26154,26154,M4,4,4,F3,2019/5/24,R2,No,1
C100672,28861,28861,M4,4,4,F3,2019/5/24,R2,No,1
